CF_FRG,CF_SMILES,COCONUT_SMILES,COCONUT_ID,Substructure_SMILES,Murcko_SMILES,Exit_Atom_Numbers,Num_Exit_Atoms,Substructure_Exit_Atoms
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)(C)C1=CC=NC(N[C@@H]2CO[C@@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)=N1,CNP0439643.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f1e90>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)NC2=CC=CC=C2)C=C1,CNP0247765.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f1f80>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=CS2)C=C1,CNP0128014.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f1fd0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=CC2=CC=CC=C12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)CC1=CC=CC=C1,CNP0374027.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2020>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CCCS(=O)(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=C(OC)C=C1,CNP0030984.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f1c10>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@H]2CO[C@@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=C3C=CC=CC3=C2)C=C1,CNP0456975.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f20c0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,N#CC1=CC=CC(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3N2N=NN=C2SC2CCCC2)=C1,CNP0124687.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2110>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=CC2=CC=CC=C12,CNP0011906.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2160>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=CC2=CC=CC=C12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NCC1=CC=CC=C1,CNP0467160.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729d09f1e40>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3N2N=NN=C2C2=CC=C(N(C)C)C=C2)C=C1,CNP0053555.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2070>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC2=NC=CC(C3=CC=CC(C#N)=C3)=N2)C=C1,CNP0048266.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2250>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=CC=C2)=CC(OC)=C1OC,CNP0345604.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f22a0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,CNP0265268.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2200>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=C3C=CC=CC3=C2)C=C1,CNP0036194.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2340>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=CC3=CC=CN=C23)C=C1,CNP0468407.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2390>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,N#CC1=CC=CC(CN[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)=C1,CNP0476312.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f23e0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=CC2=CC=CC=C12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1N=NN=C1SC1=CC=CC=C1,CNP0067792.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2430>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CCNC(=O)N[C@@H]1CO[C@@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=C(OC)C=C1,CNP0470383.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f21b0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)C2CCCCC2)C=C1,CNP0263601.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f24d0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC(=O)C1=CN([C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=C(C(C)=O)C=C2)N=N1,CNP0448284.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2520>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NCC2=CC=C(C3=CC=CC=C3)C=C2)C=C1,CNP0439067.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2570>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=CC(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3N2N=NN=C2C2=CC=C3OCCOC3=C2)=C1,CNP0095882.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f25c0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,CNP0255318.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2610>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC(=O)C1=CC=CC=C1NC(=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C(C)(C)C)=N1,CNP0458734.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 18]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2660>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)C1=CC=C(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=CC=C2)C=C1,CNP0036187.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f26b0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CCOC(=O)C1=CC=CC(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3N2N=NN=C2C2=CC=CC=C2)=C1,CNP0465766.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2480>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)NC1=CC=C(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=CC(C(C)=O)=C2)C=C1,CNP0036591.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2750>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COCC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=CC=C1,CNP0188114.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f27a0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NCC1=CC=CC=C1,CNP0476807.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f1f30>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@H]2CO[C@@H]3[C@@H]2OC[C@@H]3NS(C)(=O)=O)C=C1,CNP0050927.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2840>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)C1=CC=CS1,CNP0053050.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2890>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,N#CC1=CC=CC(NC(=O)O[C@H]2CO[C@@H]3[C@@H]2OC[C@@H]3NC2=NC=CC(C3=CC=CO3)=N2)=C1,CNP0456419.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f28e0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,N#CC1=CC=CC(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)=C1,CNP0013749.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2930>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NCC1=CC=CC=C1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=C(OC2=CC=CC=C2)C=C1,CNP0349955.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2980>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COCC1=CN([C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=C(C(C)(C)C)C=C2)N=N1,CNP0068132.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f29d0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)NC2=CC=CC(C#N)=C2)C=C1,CNP0058959.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2a20>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=CC=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=CS2)=N1,CNP0068924.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2a70>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=CC3=CC=CN=C23)C=C1,CNP0049384.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2700>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)C1=CC=CC(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC2=NC=CC(C(C)(C)C)=N2)=C1,CNP0040697.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2b10>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC(=O)C1=CN([C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)N=N1,CNP0468286.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2b60>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=CC=C1,CNP0458767.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2bb0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COCC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=CC2=CC=CC=C12,CNP0453556.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729d09f27f0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NCC2=CC=CC=C2)C=C1,CNP0473945.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2ac0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,N#CC1=CC=CC(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3N2N=NN=C2SC2=NC=CC=N2)=C1,CNP0475001.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2ca0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=CC=C1)O[C@@H]1CO[C@H]2[C@H]1OC[C@H]2N1N=NN=C1C1=CC=C(C2=CC=CC=C2)C=C1,CNP0456655.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2cf0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,N#CC1=CC=CC(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC2=NC=CC(C3=CC=CC(C#N)=C3)=N2)=C1,CNP0047869.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 17]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2c50>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC(NC(=S)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2=CC=CC=C2)=CC(OC)=C1,CNP0034524.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,[0],1,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2d90>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(=O)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,CNP0377670.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2c00>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,C=CCC1=NN=NN1[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1=CC=C(OC)C=C1,CNP0438575.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2e30>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=S)NC1CCCCC1,CNP0451953.2,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2e80>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)C2=CC=C3C=CC=CC3=C2)C=C1,CNP0049844.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2ed0>
F030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CC(C)C1=CC=C(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(C)(=O)=O)C=C1,CNP0050927.1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)O[C@@H]1CO[C@@H]2CCO[C@@H]21,"[0, 16]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d09f2f20>
